Ticker,Price,Number of Shares to Buy,Price-to-Earnings Ratio,PE Percentile,Price-to-Book Ratio,PB Percentile,Price-to-Sales Ratio,PS Percentile,EV/EBITDA,EV/EBITDA Percentile,EV/GP,EV/GP Percentile,RV Score,composite_score
MRK,127.99,N/A,893.16,N/A,8.63,N/A,5.39,N/A,51.58439630486376,N/A,8.004616817317967,N/A,N/A,0.6038649290160777
CLX,145.94,N/A,227.14,N/A,341.74,N/A,2.48,N/A,22.143868365405407,N/A,6.693816417647059,N/A,N/A,0.30563392897129293
AMD,170.42,N/A,324.3,N/A,4.93,N/A,12.14,N/A,85.19648854852849,N/A,23.865776567619715,N/A,N/A,0.2200635944287698
VTRS,11.8,N/A,260.49,N/A,0.6916,N/A,0.9176,N/A,8.381067135721574,N/A,4.847236635293386,N/A,N/A,0.17529965515697074
HD,357.87,N/A,23.68,N/A,339.71,N/A,2.32,N/A,16.214014230522945,N/A,7.751291496938776,N/A,N/A,0.1680460387836446
ARE,124.58,N/A,230.32,N/A,1.18,N/A,7.55,N/A,16.98093634367077,N/A,15.318688782093828,N/A,N/A,0.1552510188544046
IRM,78.64,N/A,125.48,N/A,108.6,N/A,4.19,N/A,18.394074193538128,N/A,11.111308809094284,N/A,N/A,0.13293027005239824
LLY,784.21,N/A,135.21,N/A,69.17,N/A,21.84,N/A,64.74694077324153,N/A,28.379147356620653,N/A,N/A,0.12180796273903892
DAY,61.04,N/A,176.57,N/A,3.96,N/A,6.27,N/A,50.740022731365684,N/A,10.98670986135182,N/A,N/A,0.12038828429396749
AXON,309.9,N/A,134.16,N/A,14.51,N/A,14.96,N/A,121.34141883506645,N/A,23.80477977186089,N/A,N/A,0.09662322540194367
WELL,91.76,N/A,139.94,N/A,2.13,N/A,8.17,N/A,31.326574628144026,N/A,8.194415345314692,N/A,N/A,0.09496170898831117
DXCM,138.93,N/A,109.39,N/A,25.89,N/A,14.79,N/A,67.88232871690428,N/A,23.298683839398837,N/A,N/A,0.08507994088405213
VRSK,227.65,N/A,54.59,N/A,105.3,N/A,12.17,N/A,24.914519208123984,N/A,19.506181557427006,N/A,N/A,0.0838304447131533
EL,144.43,N/A,111.1,N/A,5.89,N/A,2.22,N/A,20.9078890679558,N/A,3.5664196789181037,N/A,N/A,0.07727170943615924
TYL,415.18,N/A,107.01,N/A,6.0,N/A,9.03,N/A,59.15689071073991,N/A,20.704275306618566,N/A,N/A,0.07457342469434368
CL,87.88,N/A,31.73,N/A,118.61,N/A,3.71,N/A,19.040828391459925,N/A,7.047426506886809,N/A,N/A,0.07443459178646603
NVDA,880.08,N/A,73.77,N/A,51.19,N/A,36.12,N/A,63.33889211136891,N/A,49.29741992280084,N/A,N/A,0.0724819741143804
NOW,783.5,N/A,93.05,N/A,21.1,N/A,17.94,N/A,118.97847672809668,N/A,22.344326693333333,N/A,N/A,0.07195799184916477
CSGP,94.75,N/A,102.89,N/A,5.27,N/A,15.76,N/A,106.22922392912173,N/A,17.556090229182583,N/A,N/A,0.07147879439294191
PTC,185.28,N/A,93.58,N/A,7.89,N/A,10.15,N/A,47.00255309813753,N/A,13.98889625814181,N/A,N/A,0.06639795781270992
INTC,38.71,N/A,96.53,N/A,1.55,N/A,3.02,N/A,19.50564517803384,N/A,8.654501404817834,N/A,N/A,0.065540328720498
CDNS,308.02,N/A,80.63,N/A,24.63,N/A,20.5,N/A,65.10902981880662,N/A,22.808989404765324,N/A,N/A,0.06519548569125352
UBER,77.16,N/A,85.53,N/A,12.76,N/A,3.85,N/A,74.59238277536598,N/A,9.968126705207771,N/A,N/A,0.06317121232477943
LDOS,128.66,N/A,89.35,N/A,4.14,N/A,1.13,N/A,12.802983023451594,N/A,9.48812868449198,N/A,N/A,0.06187693134488781
MSI,352.3,N/A,35.48,N/A,80.84,N/A,5.87,N/A,24.632768774206195,N/A,12.64349962635815,N/A,N/A,0.060038514935733804
SMCI,948.02,N/A,73.78,N/A,17.23,N/A,5.73,N/A,58.08505527994487,N/A,34.74506717838514,N/A,N/A,0.057279770701777956
MPWR,654.31,N/A,74.69,N/A,15.53,N/A,17.48,N/A,58.88229044038751,N/A,30.09531985008603,N/A,N/A,0.05712974159165211
ISRG,388.39,N/A,77.21,N/A,10.34,N/A,19.32,N/A,60.51409311294892,N/A,28.00320206935194,N/A,N/A,0.056498275784853766
CMG,2905.42,N/A,65.53,N/A,26.02,N/A,8.07,N/A,40.9143385183681,N/A,11.262194072352903,N/A,N/A,0.05567423529938645
MA,477.15,N/A,40.33,N/A,63.77,N/A,17.61,N/A,29.217015996416006,N/A,17.86454408642123,N/A,N/A,0.05565184289489006
ABBV,170.0,N/A,62.5,N/A,29.06,N/A,5.54,N/A,15.760360347782715,N/A,10.252160195557915,N/A,N/A,0.05500022392404496
DD,75.53,N/A,80.57,N/A,1.3,N/A,2.61,N/A,15.60305477956081,N/A,8.728569269548784,N/A,N/A,0.05470688342514218
ADSK,244.74,N/A,57.72,N/A,35.32,N/A,9.79,N/A,44.68098897370653,N/A,10.774981795868277,N/A,N/A,0.05459268216221058
EQIX,784.41,N/A,76.08,N/A,5.94,N/A,9.06,N/A,26.796819136409916,N/A,22.249582401417204,N/A,N/A,0.053768641676743244
IT,470.36,N/A,42.45,N/A,53.9,N/A,6.21,N/A,29.04940276798646,N/A,9.448066995760938,N/A,N/A,0.05265573917327243
BX,127.58,N/A,69.34,N/A,13.37,N/A,11.36,N/A,28.817869919061877,N/A,12.319253153963789,N/A,N/A,0.05256840879573649
CRM,301.91,N/A,71.88,N/A,4.91,N/A,8.4,N/A,28.929975898774856,N/A,10.947131022951817,N/A,N/A,0.05048591517757177
DIS,118.38,N/A,72.63,N/A,2.16,N/A,2.44,N/A,16.089595864547555,N/A,8.438171767562965,N/A,N/A,0.049758162031438936
AMT,190.17,N/A,59.8,N/A,21.13,N/A,7.96,N/A,18.365708939952054,N/A,15.937324065147902,N/A,N/A,0.04963500380670876
ORCL,124.9,N/A,33.04,N/A,61.05,N/A,6.54,N/A,22.594436699018715,N/A,11.218115864859827,N/A,N/A,0.04953647722692463
DOW,59.69,N/A,71.86,N/A,2.25,N/A,0.9394,N/A,23.435529291106292,N/A,11.0694457,N/A,N/A,0.049281203815665725
PFE,26.66,N/A,71.86,N/A,1.7,N/A,2.58,N/A,21.42535944724233,N/A,6.265617757378808,N/A,N/A,0.049034887366205385
SNPS,575.45,N/A,63.45,N/A,13.15,N/A,14.31,N/A,60.194810698715024,N/A,17.785490064243923,N/A,N/A,0.048513144341439385
INTU,635.74,N/A,65.0,N/A,10.53,N/A,11.79,N/A,44.428585342098856,N/A,15.28209380234506,N/A,N/A,0.04838102915491066
IDXX,519.54,N/A,51.64,N/A,29.07,N/A,11.79,N/A,36.008736526802835,N/A,19.928987604853035,N/A,N/A,0.04770925702001881
AMZN,185.07,N/A,63.82,N/A,9.52,N/A,3.34,N/A,22.150411746079087,N/A,7.013348301863386,N/A,N/A,0.04713601146491111
PODD,165.0,N/A,58.93,N/A,15.75,N/A,6.8,N/A,41.835196209016395,N/A,10.56069096473834,N/A,N/A,0.04664113932554078
COO,98.6,N/A,67.53,N/A,2.55,N/A,5.35,N/A,30.59649043897069,N/A,9.175664246450975,N/A,N/A,0.04650678489856241
NWS,26.46,N/A,66.78,N/A,1.81,N/A,1.49,N/A,11.51020220057102,N/A,1.618243179427998,N/A,N/A,0.04567154821084689
BSX,68.56,N/A,64.07,N/A,5.22,N/A,7.06,N/A,33.53500036579353,N/A,10.997582232137443,N/A,N/A,0.04537820771194411
NCLH,18.89,N/A,48.59,N/A,26.73,N/A,0.9404,N/A,12.473378276483936,N/A,3.1560098560308787,N/A,N/A,0.044612387478167405
NWSA,25.66,N/A,64.77,N/A,1.81,N/A,1.49,N/A,11.51020220057102,N/A,1.618243179427998,N/A,N/A,0.044321286219714276
ROL,45.37,N/A,51.13,N/A,19.02,N/A,7.15,N/A,32.50677585755928,N/A,13.951740243743478,N/A,N/A,0.04286577992744861
ANSS,341.87,N/A,59.66,N/A,5.52,N/A,13.11,N/A,40.626062931293234,N/A,14.25355562762996,N/A,N/A,0.04255004702404944
EFX,256.15,N/A,58.22,N/A,7.02,N/A,6.04,N/A,24.16226456099456,N/A,12.735470252892393,N/A,N/A,0.042254467284697034
NFLX,636.18,N/A,52.88,N/A,13.65,N/A,8.33,N/A,13.41181573443885,N/A,20.59308861352738,N/A,N/A,0.04163643692059654
COR,243.22,N/A,26.49,N/A,53.22,N/A,0.1787,N/A,13.047934529229671,N/A,5.432285086473773,N/A,N/A,0.041629719199247614
CMI,300.67,N/A,58.38,N/A,4.65,N/A,1.21,N/A,11.475109983452139,N/A,5.464205602497272,N/A,N/A,0.04130055085315062
BDX,246.17,N/A,58.61,N/A,2.81,N/A,3.65,N/A,19.731026218757165,N/A,10.670511574900793,N/A,N/A,0.0406310179587084
CTAS,673.69,N/A,48.85,N/A,17.1,N/A,7.43,N/A,30.2723564808192,N/A,16.09006162719863,N/A,N/A,0.040474271127233646
MCO,392.47,N/A,44.91,N/A,21.59,N/A,12.11,N/A,29.21780389908257,N/A,12.919840263691684,N/A,N/A,0.039838326839536024
ALGN,317.58,N/A,54.66,N/A,6.57,N/A,6.18,N/A,28.632357273279062,N/A,8.452155960977707,N/A,N/A,0.03966142684401451
AJG,243.99,N/A,54.1,N/A,4.94,N/A,5.29,N/A,23.579487718801186,N/A,5.2883472639720415,N/A,N/A,0.038555242061892606
AES,18.08,N/A,51.7,N/A,7.79,N/A,1.01,N/A,11.3328589632287,N/A,15.139142664536742,N/A,N/A,0.03821935599444669
COST,713.72,N/A,46.71,N/A,15.25,N/A,1.27,N/A,29.31951133545548,N/A,10.155388026526575,N/A,N/A,0.038208159792198486
PWR,263.2,N/A,52.64,N/A,6.12,N/A,1.84,N/A,28.990451026933922,N/A,14.051201933821481,N/A,N/A,0.03810291549106543
WST,394.03,N/A,50.0,N/A,10.01,N/A,9.78,N/A,32.69713677991651,N/A,24.9716708811548,N/A,N/A,0.03807156612477048
CTVA,56.85,N/A,55.19,N/A,1.59,N/A,2.31,N/A,14.08432104067071,N/A,5.403552132083219,N/A,N/A,0.037787182587666265
AVGO,1339.43,N/A,50.26,N/A,8.83,N/A,15.97,N/A,34.81049806695135,N/A,23.732620783800645,N/A,N/A,0.03771776613372744
ADBE,485.12,N/A,46.29,N/A,14.06,N/A,10.9,N/A,29.99702479338843,N/A,12.195259681093393,N/A,N/A,0.03739307626852972
KMB,126.31,N/A,24.24,N/A,46.51,N/A,2.08,N/A,12.300162705223881,N/A,7.0316629799488055,N/A,N/A,0.03711317121232478
SPGI,431.59,N/A,52.44,N/A,4.04,N/A,11.06,N/A,28.351357270590483,N/A,17.755224102082337,N/A,N/A,0.037037037037037035
KLAC,682.84,N/A,34.68,N/A,30.34,N/A,9.55,N/A,24.038853800065915,N/A,16.418852901334805,N/A,N/A,0.03688476868646155
PANW,269.01,N/A,41.58,N/A,19.95,N/A,11.55,N/A,92.10047577947999,N/A,15.31565528624482,N/A,N/A,0.036866854762864436
ZBRA,290.38,N/A,50.77,N/A,4.92,N/A,3.26,N/A,24.684782368650218,N/A,8.011217641073952,N/A,N/A,0.03630928389090421
ANET,297.6,N/A,45.23,N/A,12.89,N/A,15.88,N/A,37.52236993114148,N/A,24.24930602644809,N/A,N/A,0.03615701554032872
ECL,227.75,N/A,47.55,N/A,8.09,N/A,4.25,N/A,23.90868853565884,N/A,11.739700063906055,N/A,N/A,0.03556585606162389
IR,94.81,N/A,49.9,N/A,3.91,N/A,5.56,N/A,24.46589980615098,N/A,13.662433466796198,N/A,N/A,0.035272515562721124
BXP,61.35,N/A,50.7,N/A,1.64,N/A,2.94,N/A,14.994601801044777,N/A,7.446125199438289,N/A,N/A,0.03479331810649828
TECH,66.99,N/A,48.19,N/A,5.36,N/A,9.2,N/A,29.027714055455004,N/A,14.104973964336917,N/A,N/A,0.03477316494245152
TRMB,61.45,N/A,49.16,N/A,3.35,N/A,3.97,N/A,24.407018606423517,N/A,7.345597899651853,N/A,N/A,0.034524609252541534
SHW,331.85,N/A,35.88,N/A,22.73,N/A,3.66,N/A,22.20289328751919,N/A,8.739289616753888,N/A,N/A,0.03428277128398048
DLR,142.6,N/A,48.5,N/A,2.42,N/A,8.13,N/A,26.14224326094982,N/A,11.015665898919147,N/A,N/A,0.033664740919879976
AAPL,169.58,N/A,26.41,N/A,35.34,N/A,6.79,N/A,20.395008646442598,N/A,15.2793165236568,N/A,N/A,0.033568453580545485
GLW,32.54,N/A,48.11,N/A,2.41,N/A,2.21,N/A,33.18198554743083,N/A,8.542398721444926,N/A,N/A,0.03339827130637288
CCL,15.12,N/A,47.38,N/A,2.54,N/A,0.752,N/A,9.46429738967527,N/A,2.0147332237337707,N/A,N/A,0.03296609789959246
XYL,128.27,N/A,45.97,N/A,3.06,N/A,4.22,N/A,27.79850225171821,N/A,11.909258969819653,N/A,N/A,0.032251780196157466
IP,38.66,N/A,46.86,N/A,1.61,N/A,0.7098,N/A,9.196358130914103,N/A,3.78673570096463,N/A,N/A,0.032200277665815756
LRCX,968.58,N/A,37.47,N/A,15.44,N/A,8.87,N/A,28.798251157815837,N/A,19.207886247158832,N/A,N/A,0.03208607640288414
SYK,351.02,N/A,42.55,N/A,7.18,N/A,6.52,N/A,31.59976210680467,N/A,10.98901207895543,N/A,N/A,0.031799453625330286
MSFT,425.52,N/A,38.47,N/A,13.27,N/A,13.89,N/A,26.77451054146441,N/A,19.875901497237535,N/A,N/A,0.03178601818263245
RTX,101.69,N/A,45.6,N/A,2.26,N/A,1.96,N/A,22.437103337887066,N/A,14.26516471627099,N/A,N/A,0.03164494603430516
ENPH,112.27,N/A,36.69,N/A,15.52,N/A,6.66,N/A,27.72845495987003,N/A,14.046020687120413,N/A,N/A,0.031597921984862734
FAST,76.63,N/A,37.94,N/A,13.09,N/A,5.97,N/A,25.7261993059789,N/A,13.083588020867492,N/A,N/A,0.031349366294952746
EW,92.7,N/A,40.3,N/A,8.39,N/A,9.29,N/A,29.234891258009398,N/A,11.838076615783784,N/A,N/A,0.030829862510636394
ETN,330.51,N/A,41.21,N/A,6.94,N/A,5.69,N/A,28.829504261068386,N/A,16.445191486838986,N/A,N/A,0.030791795422992523
LH,211.26,N/A,44.29,N/A,2.26,N/A,1.46,N/A,16.671734196408615,N/A,6.649568921810455,N/A,N/A,0.030764924537596848
WM,206.93,N/A,36.56,N/A,12.03,N/A,4.07,N/A,16.93714398165924,N/A,12.635715855370844,N/A,N/A,0.02994760177347844
ITW,262.94,N/A,27.0,N/A,26.08,N/A,4.88,N/A,20.62390376932338,N/A,12.612438868207922,N/A,N/A,0.029817725827399347
ROP,543.01,N/A,42.13,N/A,3.33,N/A,9.41,N/A,24.094079466576638,N/A,14.91223928352526,N/A,N/A,0.029793094182453315
ADP,244.85,N/A,28.5,N/A,23.29,N/A,5.41,N/A,19.706706815018173,N/A,5.484287653610244,N/A,N/A,0.029575887858838284
TSLA,164.9,N/A,38.35,N/A,8.38,N/A,5.53,N/A,42.59924706271244,N/A,31.588401980718338,N/A,N/A,0.029515428366698022
TER,107.27,N/A,39.29,N/A,6.5,N/A,6.13,N/A,28.79824144536561,N/A,10.144639991072056,N/A,N/A,0.029304939764431905
GNRC,134.41,N/A,41.1,N/A,3.46,N/A,2.01,N/A,19.303174182494555,N/A,6.939216230626081,N/A,N/A,0.029159389135205344
APH,117.38,N/A,37.74,N/A,8.44,N/A,5.61,N/A,24.357815985136305,N/A,17.89575736269925,N/A,N/A,0.029132518249809666
SBAC,213.4,N/A,46.29,N/A,-4.46,N/A,8.51,N/A,19.216977194753106,N/A,16.76389800529976,N/A,N/A,0.029098929643065072
BR,202.75,N/A,35.32,N/A,11.55,N/A,3.78,N/A,18.66471538282427,N/A,14.409547109019774,N/A,N/A,0.028899637243047165
O,53.01,N/A,42.07,N/A,1.39,N/A,11.19,N/A,18.912649240450545,N/A,16.476400022995872,N/A,N/A,0.028883962559899685
ZTS,165.86,N/A,32.71,N/A,15.18,N/A,8.88,N/A,24.695433350844855,N/A,13.435339387765335,N/A,N/A,0.02877200053741771
CDW,255.19,N/A,31.5,N/A,16.77,N/A,1.6,N/A,20.14068262861242,N/A,8.448662242713437,N/A,N/A,0.028671234717183934
WAT,335.94,N/A,30.99,N/A,17.29,N/A,6.73,N/A,25.69653669225178,N/A,12.405266871944187,N/A,N/A,0.0285615119351516
INVH,34.77,N/A,41.1,N/A,2.1,N/A,8.76,N/A,21.49218891920057,N/A,11.981170883426977,N/A,N/A,0.028550315732903404
CEG,193.08,N/A,38.54,N/A,5.57,N/A,2.44,N/A,26.138137519490254,N/A,2.7986415804639218,N/A,N/A,0.02838461193963008
VMC,270.15,N/A,38.7,N/A,4.77,N/A,4.59,N/A,19.375789820668235,N/A,19.851110710289966,N/A,N/A,0.028133817009270458
MET,73.6,N/A,40.66,N/A,1.77,N/A,0.7954,N/A,12.934928302625183,N/A,0.7953709743217996,N/A,N/A,0.02810694612387478
FCX,49.47,N/A,38.65,N/A,4.25,N/A,3.1,N/A,9.102577482546943,N/A,8.19508167804508,N/A,N/A,0.027867347395763357
TT,304.67,N/A,34.74,N/A,9.89,N/A,3.91,N/A,22.4751224471793,N/A,12.440516712080857,N/A,N/A,0.027766581575529584
HWM,67.06,N/A,36.64,N/A,6.91,N/A,4.14,N/A,20.434554630173565,N/A,16.39580226888056,N/A,N/A,0.027708361323838956
MNST,55.9,N/A,36.3,N/A,7.07,N/A,8.15,N/A,27.156980623591608,N/A,14.474249826445902,N/A,N/A,0.027551614492364193
JNPR,37.07,N/A,38.95,N/A,2.68,N/A,2.16,N/A,16.508389707912904,N/A,3.883356484587276,N/A,N/A,0.027365757535044114
FICO,1231.65,N/A,68.85,N/A,-42.17,N/A,19.74,N/A,49.485105739369416,N/A,26.28994460906505,N/A,N/A,0.027365757535044107
META,527.34,N/A,35.46,N/A,7.9,N/A,8.97,N/A,20.066740188696507,N/A,10.670223808698127,N/A,N/A,0.0273590398136952
AVY,218.11,N/A,35.18,N/A,8.25,N/A,2.1,N/A,16.31405765488829,N/A,9.04131880219539,N/A,N/A,0.02732769044740024
LIN,464.7,N/A,36.91,N/A,5.63,N/A,6.81,N/A,19.746077642124423,N/A,15.537728585991408,N/A,N/A,0.02731649424515204
TMO,579.46,N/A,37.51,N/A,4.73,N/A,5.16,N/A,23.23443101875293,N/A,14.490947766959064,N/A,N/A,0.02731649424515204
DHR,244.28,N/A,38.29,N/A,3.38,N/A,7.57,N/A,26.25381929913138,N/A,13.783535741484965,N/A,N/A,0.027235881588965023
FDS,433.17,N/A,34.3,N/A,9.16,N/A,7.67,N/A,21.272705339177403,N/A,15.372679578041552,N/A,N/A,0.0271440727305298
EPAM,264.36,N/A,37.44,N/A,4.4,N/A,3.26,N/A,21.352604398338507,N/A,9.216310841644432,N/A,N/A,0.027121680326033407
PLD,124.74,N/A,38.86,N/A,2.17,N/A,14.38,N/A,23.8272974504939,N/A,17.929980682794437,N/A,N/A,0.02707689551704062
LUV,28.34,N/A,39.0,N/A,1.61,N/A,0.6481,N/A,7.699010642611684,N/A,0.5152149239967805,N/A,N/A,0.026920148685565855
HOLX,77.98,N/A,37.31,N/A,3.93,N/A,4.61,N/A,16.71688779816514,N/A,7.908465073032301,N/A,N/A,0.02682386134623136
LVS,53.18,N/A,33.24,N/A,9.7,N/A,3.85,N/A,13.554165140876318,N/A,9.466651074569048,N/A,N/A,0.02667383223610551
STE,213.48,N/A,37.45,N/A,3.29,N/A,3.9,N/A,17.420539015461976,N/A,10.26819058509657,N/A,N/A,0.026631286667562364
CARR,56.44,N/A,35.72,N/A,5.85,N/A,2.3,N/A,17.09491267380509,N/A,8.629141255679148,N/A,N/A,0.026615611984414887
V,277.14,N/A,31.93,N/A,11.5,N/A,13.14,N/A,19.017757294594826,N/A,13.35593869311265,N/A,N/A,0.02659993730126741
PAYC,198.29,N/A,33.72,N/A,8.76,N/A,6.74,N/A,19.668210665699576,N/A,7.563291513801255,N/A,N/A,0.026575305656321376
ESS,237.68,N/A,37.61,N/A,2.81,N/A,9.14,N/A,18.415855510766196,N/A,12.624054915103974,N/A,N/A,0.02652380312597967
TDG,1235.28,N/A,52.43,N/A,-19.55,N/A,9.85,N/A,26.51236260368098,N/A,21.126937689562453,N/A,N/A,0.02646558287428904
DECK,879.89,N/A,31.86,N/A,10.73,N/A,5.48,N/A,22.15119541112871,N/A,9.336631356982936,N/A,N/A,0.026208070222580503
A,144.12,N/A,34.4,N/A,6.83,N/A,6.27,N/A,27.345697287166455,N/A,12.640859773861967,N/A,N/A,0.02616776389448699
HES,157.45,N/A,35.07,N/A,5.38,N/A,4.6,N/A,11.220937179243375,N/A,5.276861618970602,N/A,N/A,0.025968471494469077
GWW,1014.83,N/A,27.8,N/A,16.01,N/A,3.03,N/A,18.03917809982487,N/A,7.928240990609606,N/A,N/A,0.025845313269738907
NTAP,105.05,N/A,23.87,N/A,21.81,N/A,3.51,N/A,14.283503199189736,N/A,4.883164413204063,N/A,N/A,0.025802767701195755
CAH,109.92,N/A,43.45,N/A,-7.75,N/A,0.1237,N/A,8.962037417611741,N/A,3.718265731801827,N/A,N/A,0.025717676564109455
RSG,188.4,N/A,34.44,N/A,5.62,N/A,3.96,N/A,17.044590203250106,N/A,11.947600266343423,N/A,N/A,0.02565273859106991
JKHY,170.03,N/A,33.27,N/A,7.18,N/A,5.74,N/A,18.544920260258287,N/A,14.019014567885323,N/A,N/A,0.025565408213533973
IQV,241.45,N/A,33.12,N/A,7.17,N/A,2.92,N/A,17.614618644067797,N/A,10.71200133613285,N/A,N/A,0.025460163912400913
CHD,102.0,N/A,33.44,N/A,6.45,N/A,4.24,N/A,20.862531359095485,N/A,10.407489566930655,N/A,N/A,0.02535268037081822
TRGP,115.97,N/A,31.34,N/A,9.42,N/A,1.61,N/A,9.73693716309911,N/A,7.173167010902877,N/A,N/A,0.025272067714631197
POOL,396.25,N/A,29.68,N/A,11.62,N/A,2.75,N/A,20.634183068914858,N/A,9.780890452301264,N/A,N/A,0.02514219176855211
ABT,111.2,N/A,34.01,N/A,5.0,N/A,4.81,N/A,23.72720191106111,N/A,9.05179781950845,N/A,N/A,0.025086210757311118
MKTX,225.39,N/A,32.9,N/A,6.6,N/A,11.01,N/A,20.983276324944132,N/A,11.013314797179769,N/A,N/A,0.025057100631465806
AMGN,269.95,N/A,21.61,N/A,23.21,N/A,5.13,N/A,16.57255241686163,N/A,10.048143640761943,N/A,N/A,0.02491155000223924
NOC,454.5,N/A,33.59,N/A,4.55,N/A,1.71,N/A,20.137788034580645,N/A,11.911758301633338,N/A,N/A,0.024602534820188995
FTV,84.27,N/A,34.68,N/A,2.87,N/A,4.88,N/A,19.722207021691293,N/A,8.727684334882168,N/A,N/A,0.024582381656142238
ADI,194.76,N/A,34.78,N/A,2.72,N/A,8.35,N/A,23.499993403821858,N/A,14.151449544460647,N/A,N/A,0.024582381656142238
PGR,211.0,N/A,32.07,N/A,6.25,N/A,1.99,N/A,23.70930261319162,N/A,1.989493603911941,N/A,N/A,0.024342782928030812
MLM,619.41,N/A,32.89,N/A,4.77,N/A,5.65,N/A,19.499789311775242,N/A,20.452315359438348,N/A,N/A,0.024230820905548837
LULU,356.87,N/A,29.25,N/A,10.19,N/A,4.49,N/A,18.48795067822024,N/A,7.29111271997654,N/A,N/A,0.02421290698195172
STZ,265.63,N/A,32.59,N/A,5.13,N/A,4.6,N/A,20.888645465495696,N/A,10.599219688061437,N/A,N/A,0.02419051457745533
EA,130.29,N/A,32.9,N/A,4.62,N/A,4.55,N/A,20.137861931695625,N/A,5.739428204234972,N/A,N/A,0.024170361413408573
VLTO,87.09,N/A,25.61,N/A,15.55,N/A,4.28,N/A,19.045258145884272,N/A,8.055336692519822,N/A,N/A,0.024168122172958932
CPRT,56.55,N/A,30.4,N/A,8.01,N/A,13.39,N/A,29.5290576286176,N/A,14.991642686062917,N/A,N/A,0.024009136101034525
ACN,333.0,N/A,30.22,N/A,8.23,N/A,3.46,N/A,17.82094021636957,N/A,10.377260919549354,N/A,N/A,0.023986743696538134
NDSN,271.13,N/A,31.67,N/A,5.69,N/A,5.85,N/A,21.087919090193747,N/A,11.777194871156048,N/A,N/A,0.023823279143714453
RMD,188.76,N/A,31.3,N/A,6.19,N/A,6.16,N/A,22.261624133212774,N/A,11.439097691069163,N/A,N/A,0.02379864749876842
AME,182.22,N/A,32.14,N/A,4.83,N/A,6.39,N/A,22.02093398252893,N/A,18.88679514398408,N/A,N/A,0.02375386268977563
WMT,59.85,N/A,31.34,N/A,5.75,N/A,0.7441,N/A,13.361590457712595,N/A,3.287051221580803,N/A,N/A,0.02362846522459582
TJX,96.81,N/A,25.08,N/A,15.02,N/A,2.02,N/A,15.817956105014051,N/A,6.574769533136604,N/A,N/A,0.02357472345380447
ICE,137.87,N/A,32.9,N/A,3.07,N/A,7.97,N/A,19.44005919563538,N/A,10.16465985206503,N/A,N/A,0.023476196874020333
DOC,18.63,N/A,33.51,N/A,2.08,N/A,6.06,N/A,13.372164363358278,N/A,6.061168875971285,N/A,N/A,0.02344260826727574
HUBB,417.08,N/A,29.71,N/A,7.78,N/A,4.17,N/A,20.351717342198285,N/A,12.807536966262381,N/A,N/A,0.02344260826727574
WAB,150.5,N/A,33.15,N/A,2.54,N/A,2.75,N/A,18.648107087468983,N/A,10.210852114470109,N/A,N/A,0.023406780420081506
PAYX,122.38,N/A,26.66,N/A,11.76,N/A,8.45,N/A,18.589767160217185,N/A,11.537996114365187,N/A,N/A,0.023176138653768642
PFG,84.51,N/A,33.14,N/A,1.83,N/A,1.37,N/A,10.31634708415278,N/A,1.366554405511946,N/A,N/A,0.02308209055488378
GPN,125.92,N/A,33.4,N/A,1.4,N/A,3.33,N/A,12.798567581681459,N/A,7.984867247757596,N/A,N/A,0.023064176631286668
NSC,250.03,N/A,31.1,N/A,4.82,N/A,5.06,N/A,14.657559722697057,N/A,6.348474164198749,N/A,N/A,0.023050741188588828
PEP,169.14,N/A,25.78,N/A,12.56,N/A,2.54,N/A,16.224604164993,N/A,5.375811071486186,N/A,N/A,0.022943257647006134
HLT,211.69,N/A,49.0,N/A,-22.62,N/A,5.22,N/A,25.633136952282157,N/A,6.793034974158786,N/A,N/A,0.022786510815531374
IEX,239.38,N/A,30.49,N/A,5.12,N/A,5.53,N/A,21.11650361809045,N/A,13.06920242587601,N/A,N/A,0.022775314613283172
LHX,208.96,N/A,32.45,N/A,2.12,N/A,2.05,N/A,17.3317658568114,N/A,10.226860471347546,N/A,N/A,0.022748443727887504
CCI,100.78,N/A,29.13,N/A,6.86,N/A,6.27,N/A,15.701772738330975,N/A,13.31872024715057,N/A,N/A,0.022640960186304807
FI,157.38,N/A,31.6,N/A,3.1,N/A,4.85,N/A,14.406325588457186,N/A,10.030071557821937,N/A,N/A,0.022616328541358772
BALL,66.47,N/A,29.81,N/A,5.57,N/A,1.5,N/A,13.534125724202626,N/A,10.807024735580525,N/A,N/A,0.022520041202024273
TSCO,252.49,N/A,25.02,N/A,12.68,N/A,1.87,N/A,15.287925872921498,N/A,5.47383363340365,N/A,N/A,0.02248645259527968
VRTX,406.67,N/A,29.28,N/A,5.98,N/A,10.65,N/A,21.01141975984673,N/A,10.95806448448937,N/A,N/A,0.022347619687402034
GEHC,88.47,N/A,29.29,N/A,5.66,N/A,2.06,N/A,15.496518994437173,N/A,5.977955320247412,N/A,N/A,0.022211026019974024
CBRE,96.14,N/A,30.52,N/A,3.56,N/A,0.9199,N/A,15.913236750377454,N/A,5.039783459196685,N/A,N/A,0.022096824757042412
MMC,205.58,N/A,27.3,N/A,8.32,N/A,4.46,N/A,18.60974080683903,N/A,4.906993144660451,N/A,N/A,0.02206547539074746
